tweet,Content
Shops are closed not out of choice… it’s the rule of the land. So they have a choice. I can understand ur vision is like a horse with a blinker. Coz u r made to wear the blinker in a diff form.,NOT
"One day Inshallah will come to us too, when the Muslim will rule the whole world Amin
Like today we are being played with our religion, tomorrow beta be ready while on the road went around saving your god... Inshallah
?",HOF
That day will never come ..you guys will end up destroying eachother one day ..Jai Shree Ram??,NOT
"Ab ISIS join kr raha ??,america wale tujhe dhundh rahe honge.??de lag jayege tere.",HOF
"???? #Islamophobia
Harish Ramkali, leader of the Bajrang Dal in Jind, Haryana posted a video descreating a Muslim mazar on the same land where a temple was built. As seen in the video he is using hateful and violent language against Muslims and the religion. URL",NOT
"We can count bewakoof,  berozagar , anpad,  jhahil ,  chu*** ya ss in the clip -",HOF
"I challenge if you Watch only 10 videos of each then you'll become ex muslim.

1) Ex-Muslim Zafar Heretic
2) Amina Sardar
3) Indian ExMuslim Sahil",NOT
"And you are helping him out to spread the message and giving it to a communal colour?? This is not called journalism, its an effort to destabilise my country! Be sensible.",NOT
This called real journalisms...ankh bandh kr k baithe ho tum jo bsdk,HOF
plzz sir look into this matter and do something to right BCOZ they spread hate ??,HOF
Lol Land encroachment tha bsdk,NOT
great job,NOT
"Lmao man said ""great job"". stfu you legit doing some police shit and this is what you encourage lmao.",HOF
I didn't find any of your tweet about ..Bengali Hindu and RSS workers killings ...help me pls,NOT
RSS is like ISIS ...who cares about them,NOT
good job and respect....make this majar somewhere inside you masjid...dont try to come in our temple again....jai shri ram,HOF
"Lmao shut up go learn your English nigga  ...man said  ""inside you masjid"" lmfao",HOF
"""1000ro saal puran mandir""

Kasam se 10 saal purana bhi nhi lag raha",NOT
"I challenge if you Watch only 10 videos of each then you'll become ex muslim.

1) Ex-Muslim Zafar Heretic
2) Amina Sardar
3) Indian ExMuslim Sahil",HOF
"Kaha ho USER
Koi action loge k bajrang dal ka naam sun k hi bolti band ho jayegi?

Isko aur iske sare gundo ko arrest kar k Kadi saza di jaye...

USER
USER
USER",NOT
"I challenge if you Watch only 10 videos of each then you'll become ex muslim.

1) Ex-Muslim Zafar Heretic
2) Amina Sardar
3) Indian ExMuslim Sahil",HOF
These Hindutva goons must be sentenced behind bars,NOT
"I challenge if you Watch only 10 videos of each then you'll become ex muslim.

1) Ex-Muslim Zafar Heretic
2) Amina Sardar
3) Indian ExMuslim Sahil",NOT
so most of u on here make islam jokes and not being muslims are weird as fuck,HOF
"Why is it weird? Seth MacFarlane makes tons of jokes about all cultures, and that's not weird.",NOT
no one gives a shit abt seth??,HOF
Fuck islam and all those who remain quiet while that barbaric ideology fucks up our country.,HOF
teaching to hate hindu at such tender age but  #Islamophobia is an issue URL,NOT
"It is really sad that the Muslims themselves teach people something that is highly condemned in Islam, they don't really know the principles of Islam but they expect others to be generous with them. Really sad.",NOT
Wow! what a befitting reply. Matlab kuch bhi. Kuch to galat ho raha hai aapke religion me. Ye to pakad liya aapne but usko rectify kaise kare uske baare me aapne kuch nahi kaha. This shows your hypocrisy,HOF
????,NOT
??????,NOT
Insaan hi insaan ko khatm ker dega 1 din.,NOT
Lekin tum log zinda rahoge kiuki maarne waale bhi tum hi log hoge. Mein kisi God ko bura nhi khne waala hu Bhagwan achhe h Allah bhi achhe h aur Jesus bhi bas teaching ka farak hota h.,HOF
"Why we are making so hatred over one religion? Even more misbeliefs are present in Hinduism like-1)caste system 2) wasting milk on shivling 3) Nudity due to naga sadhu, ajanta elora and khujraho temple 3) untouchability 4) animal sacrifice for kali mata",HOF
"Really! Are u serious u brainless bimbo? all those points u mentioned is ur justification for this vdo? everyone knows the reality and the vdo is clearly disturbing how children are misguided and this scenario is all over india,next time tweet from ur real account????",NOT
Taliban has nothing to do with Islam but criticizing Taliban is #Islamophobia.,NOT
Talk about vir das bro,NOT
Kutte pe dhyan mat diya kro.,HOF
Prophet Muhammad SAW will participate in Ghazwa e Hind. How this is possible because in Quran the words ?? ??? are used for respected Prophet Muhammad ? And Hazrat Abu Bakar Siddique was the first who announced that respected Prophet Muhammad ? is dead URL,HOF
"Kangladeshi black bhikaris??
Waiting for you",HOF
"Goddamn I attract religious Jesus, God, Allah, Yahweh  accounts like a motherfucking moth to light. Once and for fuck I’m a… URL",HOF
"Bride named Tanishka Sharma was shot by Mohammed Saahil on the day of her wedding in Haryana.

Currently, she is fighting for her life in hospital. URL",NOT
Talibani mentality of Mohammed Sahil.,NOT
Have you come across Talibani mentality in any Hindus ?,NOT
"The census 2021, will help us know how congress lied in 2011.",HOF
What makes you think that the BJP govt will be truthful,NOT
"Which census will help bhakts know how Modi has lied and been lying since 2014 ?

2121 ?",NOT
"We cant complain much about these brutal, barbaric inhuman clans if our own girls fail to understand what they should never do!",NOT
We need girls like u??,NOT
"Well said madam, absolutely!!!",NOT
"Hindus are still unware of their true history , our youth is busy in tiktok &amp; bollywood .",HOF
"Spot on. This is just the tip of the iceberg - URL keep sharing and spreading knowledge widely, thank you. #india #indian #bharat ???????? ?? ????",NOT
"So many such women are also suffering from acid attacks from their ex-lovers. Religion has nothing to do with it. But you will never show their plight, becoz ur propaganda will fail.",HOF
"Last year nikita tomar 
Now tanishka sharma 
Common things 
Victim hindu 
Accused - ..........",NOT
"Gurugram crackdown on H activists and continuous heinous incidents like these. 
Some thing wrong with khattar",NOT
Why we fear to name the religion..,HOF
What progress in #NikitaTomar case?,NOT
"When victims are Hindus, there won't be any outcry",NOT
"Why Hindu girls are falling in this TRAP? If yes? Why? the reality is HINDUISM is becoming weak plz accept this truth even our youths doesn't feels pride in our religion 

Swami Vivekananda rightly said 'When we began to lose our faith we will become eliminate in next 100 yrs'",NOT
"Kyu??

Aisa kabhi kisi hindu ne kisi hindu ladki ke saath nahi kiya kya??",NOT
"Ssshhhh.... accused name bolte hi aap communal ho jaoge,, Ravish, Barkha, Swara aur na jaane kitno ke nishaane per aa jaoge,,, bhaichaara jindabad karte rhe aur marte rhe bas.",NOT
According to sickulers accused do not have religion when accused from a specific religion.,HOF
Accused katwa ...... Following jihad,HOF
"The accused are muslims. It's that simple bro.. why to hesitate in saying what's in front of our eyes?
Our hesitation and not taking any strict action is what giving them guts for committing such crimes.
Love Jihad should must be categorised as a crime.
#lovejihaad 
#Stop 
#India",HOF
"So many such women are also suffering from acid attacks from their ex-lovers. Religion has nothing to do with it. But you will never show their plight, becoz ur propaganda will fail.",NOT
"The trap of LJ is due to girl's could not able to see his real intention, they do it in very sutle way to expose their real intention we have suceesfully decoded the formula to expose their hidden intention behind love, request you all to amplify,
URL",NOT
Gr888,NOT
Love Jihad is real! Educate your daughters about this threat as soon as possible.,HOF
Propaganda is real too.,NOT
"This is just the tip of the iceberg - URL keep sharing and spreading knowledge widely, thank you. #india #indian #bharat ???????????? ?? ????",NOT
"If they r resisting they r getting killed. Nikita Thomar and now this from same place.

BD/VHP need to be made strong and all should fund and stand with those brave.

Never accept PM or whoever calling gorakshak Gunde.",NOT
It's not a love jihad just hes name is shahid whether he is like  rahul Or some other name is not a love jihad right it's just a love problem bro dont see a religion point of view,NOT
"Propaganda is real too. If Hindu Muslim unity happens, how will the BJP survive? That's why they target inter-religious couples. But remember, the more you divide, the more they multiply. Be ready for it!",NOT
"//Love Jihad is real!//

Really ?

Can you, in all honesty, tell the world 2 things :

How many cases of 'Love Jihad' have YOU come across personally in YOUR life, in the past 20 yrs ?

How many cases of 'Love Jihad' have YOU read about on AUTHOR's TL in the past 20 days ?",NOT
Sahil Kumar  ...hindu ldka hai,HOF
"So many such women are also suffering from acid attacks from their ex-lovers. Religion has nothing to do with it. But you will never show their plight, becoz ur propaganda will fail.",NOT
Defend yourself ?????? URL,NOT
"Jihads with akm, m416,scarl,m762. : HOLD MY BEER.",NOT
How,NOT
"Are the muslims blind? This is what they're fighting for? Wow, they should truly be punished for such bad taste.",NOT
"Pepper spray
URL",NOT
?? ?? ????? ????? ?? ??? ?? ??? ????? ???? ????,NOT
"So many such women are also suffering from acid attacks from their ex-lovers. Religion has nothing to do with it. But you will never show their plight, becoz ur propaganda will fail.",NOT
"Omg what is wrong with this people ??. 

Praying for her speedy recovery ??????.",NOT
"Seconded. Speedy recovery and strength to the bride, Tanishka ???????????? ??",HOF
Just Everything you can imagine is wrong....,NOT
Jih?di to apni v?stavikt? dikh?yeg? hi.,NOT
Wrong is their Sanskara.,NOT
No conciction will happen. They know it so they are continuing this kind of crimes.,NOT
Conviction**,NOT
How do we fight these atrocities other than tweetin,NOT
Support and donate to like minded causes and organizations while boycotting the ones you are against.,HOF
Manohar lal Khattar ji sabse incompetent CM hai(BJP ke),NOT
"ye gharelu mamla hai, CM kya karega?",NOT
"??????????? ?? ?? ????? ???? ?????..
?? ????? ???????? ????? ?? ?? ???? ??? ???? ?? ???????? ???? ?? ?? ?? ???? ?? ???? ????? ?? ????? ???? ???",NOT
Kyo ki Hindu parents teach their children all Religion are equal even to respect the abrahmic ones that abuse polytheist pagan ex-muslim atheist idol worshippers ??,NOT
"Galati humare hi hai Kyun ki school se ta secularism thus thus kr pilaya jayega, reality unko thodi pata chalega, ,  english medium  mein padhayenge taki aage jaye sahenge  fir kisi missionary school jeise  mount camel, st.  John,   ishi tarah school mein padhega ta kya banega",NOT
"Love is Bli?d

But 

Not Love J!had",NOT
It’s not love but jihad,NOT
    plz post about this,NOT
what is the reason?  that guy wanted to marry her? so barbaric!!,NOT
"Shantidut se pyar karoge to
Yahi hoga ..
En logon se dur rahna chahiye
Bhagwan aapko thik kar de ..??",NOT
Hindu girls aware Nhi h inn thullo k bare me,NOT
"I don't think they deserve our prayers 
When we try to tell them about such JIHADI they call use stupid",NOT
"Hindus hindus hindus unbearable now 
If we do not wake up then we will be D00MED harsh reality.",NOT
What is your definition of DOOMED ?,NOT
"So many such women are also suffering from acid attacks from their ex-lovers. Religion has nothing to do with it. But you will never show their plight, becoz ur propaganda will fail.",NOT
"Gandhi , Nehru kya gandd macha ke chala gaye saale??",NOT
We paying the price till date ??,HOF
"We can't control Seperatism &amp; Fundamentalim without repealing Colonial Laws, enacting Stringent Penal Code &amp; implementing #UniformEducation &amp; #UniformCivilCode

#RightToEqualEducation
#UniformEducationCode
#OneNationOneSyllabus
#OneNationOneCurriculum
#OneNationOneEducationBoard",HOF
We have huge expectations from you Sir !,HOF
"UCC =Gender equality =Women Empowerment =Necessity of the Nation!
USER",HOF
We need ipc which treats an animal like an animal .,NOT
Bandages cannot take the intergrity of this Nation for long. Every Nation faces it's Constitutional crisis. Problem is after 1947 India was on duty to carry forward on platter,NOT
"One simple question : How can you achieve all those within bracket without bringing Education under Union List ? 

Please answer.

 [#UniformEducation 
#UniformEducationCode
#OneNationOneSyllabus
#OneNationOneCurriculum
#OneNationOneEducationBoard]",HOF
"Winter Session mai Koi UCC bill mention nhi kiya
Bhdwi bjp ne",HOF
"Sir atleast u can do is cros check. please you are responsible, important person ur voice need to be correct.....sahil Kumar is culprit . URL",HOF
"#UniformCivilCode
#RightToEqualEducation
#UniformEducationCode
#OneNationOneSyllabus
#OneNationOneCurriculum
#OneNationOneEducationBoard

We demand this vry strongly frm the Govt we elected !
We hv to raise our voice &amp; be heard !




USER",HOF
"So many such women are also suffering from acid attacks from their ex-lovers. Religion has nothing to do with it. But you will never show their plight, becoz ur propaganda will fail.",HOF
Strong action should be taken against him &amp; I request people please don't judge a community based on few individuals. Every community has some black sheeps.,NOT
Why your community not openly condemn this inhuman act?,HOF
Agreed Brother...,HOF
Maulvi &amp; mulla have time to issue fatwa on saying jai shree ram and Bharat Mata ki Jai but don't have time to look in these issues or they deliberately don't speak against these issues ?,NOT
