tweet,Content
40% who voted for Modi/ BJP for sure. If we make that 20% we can remove BJP.,NONE
Biswas...a Bengali who voted for Didi is telling this lol.....??,HOF
"Dad how do we make bombs?
Ask a TMC supporter",HOF
???.??%,NONE
Chuslaman ?????????? brain ki baat bhi na krr muhmmad toh sbse bada rapist aur usko follow krte ho ???????? muhmmad m dimag ki bhut kami thi tbhi camel ka moot pita tha ?????????? #muhmmadchutiya,HOF
And we missed Ranaut here????,NONE
I urge to give Covid vaccines for Cows too immediately.. Then u can vaccinate others .. Do it ???? URL,HOF
"I also tried my hand on Satire??
URL",NONE
"That was awesome Barkha, keep it up.",NONE
Thodi to maryada rakhiye ?????? URL,NONE
B&amp;D kabhi nahin sudhregaa,NONE
"That's what we believe..

EDUCATION matters ..",NONE
Is Covid some skin disease to apply cow dung on skins? Why don't they inhale it?,NONE
"AN ANDHBHAKT WAS TROLLING ME SAYING MY ANCESTORS WERE""HINDUS""
I EDUCATED HIM AND MAKE HIM UNDERSTAND THAT DONT BE HINDU JUST BECAUSE UR FOREFATHERS WERE AND ALSO WORD HINDU AND HINDOSTAAN ARE NOT SANSKRIT WORDS THEMSELVES BUT PERSIAN.HISTORICALLY HINDU HAS BEEN USED TO DEFINE GEO",NONE
HOW SANSKRIT MINGLED WITH DRAVIDIAN LANGUAGES SIMILARLY PERSIAN MIXED WITH INDO ARYAN LANGUAGES,NONE
????? ??? ??? ??????????? URL,HOF
Hahahha.. this one is awesome??????????lol,HOF
Abe abe????????????????????????????????????????????????????????????????,HOF
"Ye kuchh zyda hai 
????????????",NONE
???? ?????? ?? ??? ??? ?? ?????..,HOF
Potential terr0ri$t spotted.,HOF
If they eat one kg of cow dung then it will be more effective.........,HOF
glasses of cow urine too ! Vitamins supplement..,HOF
"37 lakh+ active patients in India r currently getting treated with modern science medicine. I see only 10-15 people(0.0000004%) here who r trying such things which they think is 'alternate medicine'. Most of d India is rational, but u only want to give attention to such people!",NONE
Bruh this is backed by our govt and their supporters.,NONE
Ya but even government party support it. Or yeh esi bimari hai jiska koi ilaj nhin. 10 logon ke liye to koi bjp mantri mla ya mp support nhin karta. Apni kamian pehchan kar use door karne main koi sharm nhin hoti or na iska parmatma or dharm se koi lena dena hai. Samjho bhai,NONE
Bhai india main bhed  chaal hai. Yeh jhoothe ilaj hain jo false security ka ???? ???? ??? .. Pr asal main ??? soch bhut jyada hai.. Khaskar gaon main UP bihar ke. To highlight karna hoga inko. Kyunke yeh apni or inko dekhkar seekhne valo ki jan khatre main dal rahe hai.,NONE
"Bhai shaab mann to bahutoo ka hai...
Bas ek baar koi whatsapp University pe imandaari se isse forward kare... Or counter me koi bhi Doctor kuch bhi na kahe... Bas dekh lo Vaccination centre pe nahi Gaushala me bhid lag jayegi...",NONE
Ignore him because he is jobless and that's why he is busy in such kind of tweet.,HOF
Why are u getting so offended then ?,NONE
As if the whole country is indulging in it! And we Indians like this Kamra are adept at showing our country like this to the World! It is a diverse country with diverse beliefs! We take pride in belittling ourselves!,NONE
"Agar abhi nahin roka to yeh10-15 kuch hi der mein 37,00,000 lakh ban jayenge...",NONE
"Coronil Immunity Booster brand ambassador was our beloved Health minister, do you still think it's only 10-15 people  are irrational ?",NONE
Yeh sala kutta bauktha rehtha hain.. Don't. Take him to your heart.,HOF
"URL



Who is she ????
An ordinary public , or Member of Paliament.",NONE
"Obviously, because it's such a ridiculous thing to believe in.

Not only these idiots wanted to do that but they also agreed to show it off

They are laughably stupid and hence the highlight",NONE
"You should drink some urine and eat some gobar,",HOF
"Isn’t that funny? Everyone who believed in healing power of divine and Vedic science, now believing on modern science as their life only can be saved by it. If COVID weren’t here then these same people would’ve believed in divine only.",NONE
Abe ghade..if sm1 is eating shit will you point it out or be like everyone else eats foot only few 0.00004 % eats shit.....,HOF
10-15 people are u kidding me??????????,NONE
10-15 toh yaha dikh rahe hai bhai UP Bihar jaake dekho ghar ghar me aisi nautanki ho rahi hogi,NONE
"Yes because these people are ministers, democratically elected representatives of the population. These 10-15 people hold more administrative power than the 37 lakh people combined. If you think the health minister advertising for coronil is ""only 1 man"" then you're a moron",HOF
This guy is a F###% worm in the ass... he likes to only eat and live in shit so everything that comes out of his mouth is SHIT. so please ignore him. Let’s not make this mf prick popular.,HOF
ARE THSESE SHUDH BRAHMIN PURUSH GENES OR SC/BC GENES,NONE
Few are being paid to demean Hinduism and give chance to comedian like Kunal to dance over this.,NONE
????,NONE
Kya tatti hai yrr ye????,HOF
Kon hy ye log kahase athe hy ye log,NONE
Acha tho gaya corona,NONE
Comes under ministry of health or moothrum?,NONE
I'm not sure if it'd boost immunity but it will surely keep other people distancing from them ??,NONE
That's the idea...keep everything away from them ????,NONE
Aapse batter umeed kiye the hum ?? URL,NONE
Kaise kaise chutiyo se bhara h ye desh??,HOF
"COVID-19 vaccination story covered by :

The Guardian.                Daily Guardian URL",NONE
Hahahaha ??????,NONE
Inke Dimag me bhi Gobar bhara hua hai. ??,HOF
Tumhare dimaag mein aatank,HOF
now i got the point why people call them andh bhakts,NONE
"Jinke paas Kuch nhi hota wo aise mutra aur gobar me apna future dhoondene lagte hain??????,,",HOF
Andhbhakht are the real disaster of india????,HOF
Isme Chaddi Bi Hai????......,HOF
Direct lena chahiye tha Gobar,HOF
??? ?? ????? ???? ?? ?? ?? ??? ??? ???? ?? ??????,HOF
"Ooooohoo,?????? URL",NONE
Iss desh me gadho ki koi kami nahi hai....kyu USER,HOF
???? ???????? ??? ??? ??,NONE
"????? ?? ?? #???? ?? #?????? ????? ???
?? ??????? 
#india #indian #indians",NONE
Ab to jnu ko such me band kr dena chahiye.. URL,NONE
Yuck yuck ????????,NONE
Very good,NONE
"???? ?? ?? ?????? ??? ????????? ?? ??? ??? ???? ???? ???? ???, ???? ?? ????????? ?? ????? ? ??? ???? ????? ??? ???? ???",HOF
Kitne Tejasvi log hain humare yahan??????,HOF
"I'm missing Kangana Ranaut, do you?",NONE
???? ???? ?? ???? ?? ???? ?? ??,HOF
Kitne chutiya log ha wahaa,HOF
"Jaldi jaldi gobar laga deta hu, baad mei #IndiaStandsWithIsrael  bhi to trend karna hai ??",HOF
"BJP is good at selling GOBAR to Indians , in any and every form.",HOF
?????????????????? URL,NONE
Meanwhile Scientific Temperament-- Good bye Tata,NONE
Isi jahiliyat ki wajah se poori duniya me India ka mazaq ban gaya hai,HOF
"Still, any day better than trimming cock of ur little ones ??",HOF
You bloody terrorst,HOF
"????? RSS BJP ???? ??? ??? ?? ??????   IM, LT, DTM, SIMI ???? ?? ?? ??? ??? ????? ?? ?? ?? ???? ???????? ?? ????? ?? ?? ????? ???????? ??? ???? ??? ?? ??? ?????? ?? ??? ?????? ?? ???? ??????? ??? ??? ??? ?? ?? ?? ???? ??? ??? ??? ???? ?? ??????",NONE
Mujhe RSS ISIS LT VHP pasand nahin hai mujhe BJP pasand hai congress pasand hai AAP pasand hai.,NONE
Proud Hindus taking shit to a whole new level!  URL,HOF
This is bringing the shame to country.,HOF
And proud mulla's dog are tweeting about it ????????????,HOF
"?? ?????? ?? ?? ???? ??, ??? ???? ??? ?? ???? ???? ??????? ??? ??? ?? ???? ???? ?? ???? ???? ?? ?? ????! 
??? ?????? ?? ????? ??? ?? ???? ?? ???? ?? ???? ???? ?? ?? ?? ??? ????????",HOF
Dilip Mandal is atleast twice my age and I'm not even half as cool as him ????,NONE
???? ?? ?? ???? ?? ??,HOF
"Google , Microsoft , apple, Delloite,Dell, ??? ?? ?????? ???? ??? ??? ?? ????? ?? ?? ?? ????? ???? ?? ??? ?? ???? ??? ???? ??? ?? ???? ???? ?? ??? ???? ??? ??? ???? ?? ???? ??????? ???? ???? ????? ???? ?? ???, ???? ?? ?? ??????? ?? ??  ??????? ?????????",HOF
They are probably taking dung cakes to NASA for analysis and further innovation ????,HOF
"Indian teens must watch more and more Hollywood movies. 

English must be made compulsory in schools.",NONE
Gobar bhakt kahi bhi chale jaaye.. Gobar hi rahege..,HOF
Koi seema nahi hai.. Andhepan ki..,HOF
?????? URL,HOF
At 14000 feet?,NONE
Good,HOF
"Bar of stupidity is getting higher and heigher , everyday records of whole new shit levels is being made and broken by proud hindus ... ???????? very tough competition",HOF
????,HOF
Caption ????,HOF
Dilip then US customs also going to stop u.,NONE
Aur be tatti Bandal...????,HOF
Tera baap ka kya jaata ha,HOF
Is bhimte bandal ka ghar hi brahmano ke kaaran chal raha h ....??????,HOF
It is sacred for Hindus. If you don't believe its your choice. There are so many rituals in every religion based on faith. Do you have courage to criticize genital mutilation &amp; nikah halala of Muslim or a christian drinking blood of dead Jesus&amp; eating body of dead jesus as holy,HOF
???? ???? ?????? ????? ?? ????? ?? ??? ?? ????? ??? ??? ????? ?????? ?????? ?? ?????? ????? ?? ???? ???,HOF
"Mr. Prof ji, plz open ur eyes closed in hatred for Hindhus,Hindhus uses Cow dung cake in hawan and Yagnas along with Cow ghee.Dimag mein Ooont ka gobar hai kya ?
URL",HOF
"1. If a person cleans shit and garbage in manholes or in roads he become dalit or impure or untouchable, and a person who cleans his body from cow shit become brahmin or pure or so-called upper caste.AUTHOR",HOF
2. In the end shit or garbage is shit or garbage. Hypocrisy at its best. AUTHOR,HOF
Gadhe ke bache gaye ka gobar kyu le ja rhe??,HOF
Such offensive tweets from a professor! Your tweets and posts seem to spread hate/discrimination towards people of Brahmin caste. Does discrimination the other way okay?,NONE
#dilipmandal,NONE
If anyone arriving from India is caught carrying cow dung make him eat the dung cakes USER,HOF
RSS (Rashtriya Sevak Sangh) criminals are working on to save image of rather to save Indian citizen's life.RSS knows very well if goes they will be also collapse at the same time.This is very high time for an Indian people to wake up and start protest.,HOF
"??? ???????????? ???????? BAPS ?? ??????? ??? ?? ??? ????? ??? ???? ???????? ?? ??????? ????? ?? ??? ?? ???? FBI ?? ??? ??, ???? ??????? ???? ????? ?? ????, ???? ??? ????? ??????? ????? ?? ?? ??? ??? SC, ST, OBC ?? ?????? ?? ?????? ???? ?? ????? ?? ???? ?? ???? “???” ?? ???? ???? URL",HOF
"Google , Microsoft , apple, Delloite,Dell, ??? ?? ?????? ???? ??? ??? ?? ????? ?? ?? ?? ????? ???? ?? ??? ?? ???? ??? ???? ??? ?? ???? ???? ?? ??? ???? ??? ??? ???? ?? ???? ??????? ???? ???? ????? ???? ?? ???, ???? ?? ?? ??????? ?? ?? ??????? ?????",HOF
"???????? ??????? ??? ???? ?? ???????? ????? ?? ??? ????? ???? ??? 

?? ???? ??? ?????? ?? ??????? ???? ????? ??? 

?? ??? ??????? ?????? ?? ???? ??",HOF
"All these orgs, or anymore names u may knw (can tel more) jst check 100% reservation of UCs &amp; it happens right frm recruitment, giving promotions, lucrative positions to onsite - UNWRITTEN Rule ???
All these companies also have D&amp;I Policies to protect affirmative action otherwise",NONE
"??????? ???  ???? ??????? , ????? ??????? ?? ?????? ??",HOF
?? ????? ?? ???? ?????? ??? ?? ?????? ?? ?? ?? ?? ???? ?????? ?????? ?????? ???? ????????? ??? ?? ??? ???? ??? ?? ????? ?? ?? ????? ????? ???? ???? ?????????? ?????? ?? ?? ????? ?????? ?? ?,NONE
????? ???? ?? ?? ???? ??? ????? ???? ??? ???? ???? ?? ?? ?? ????? ?? ?????? ?? ?? ?? ??? ???,NONE
??? ?? ??? ?? ?????????= ??????? ???????? ?? ??????? ??....,NONE
Sir kash aap apni nich jati vyavstha par itne Mukhar hote...jo duniya me kisi or contry me nahi. URL,HOF
???? ?? ??? ???? ?? ????? ?? ?????? ????? ???? ????,NONE
???? ??? ??? ???? ?? reservation ?? black ?? ???? Racist mindset wale,HOF
"????? ?? ???? ?? ???????? ?????
??? ??? ?? ???? ???? ?? ???? ??? ???? ???? ??? ???? ?????? ???? ??????? ?? ????",HOF
"?????? ???? ?????? ??? ???????? ???? ?? 
?? ???? ?????????? ?? ??? ?????????? ?? ?????? ??? ?????????? ?? ???? ??
?? ?? ?????? ???? ?? ?? ??? OBC/SC/ST ??? ????
?????(OBC) ?? 
????(SC) 
???????
??? 
?????? ???????? ???? 
?? 
?????????????? 
??????????? (????)???
?? ?????? ???? ??",HOF
???? ???????,HOF
???? ????? ????? ?? ??? ??? ???? ?? ??????? ?? ?????? ?? ????? ???? ??? ST ??? ?? ???????? ???? ??? ???? ?? ???? ?????,HOF
??????? ?? ?? ???? ?? ??? ?? ??? ?? ?? ?????????? ?? ?? ??? ????? ?? ?? ?????? ???? ?? ?? ?? ?????....!,HOF
sc st obc nhi samjh rhe ye log sanap se bhi jahrile.hai,HOF
"... ... ...
?????????? ?? ??????? ???????????? ?? ????????? ?? 
??? ?? ???? ???????? ??? ??????? ???? ???? ?????... ... ...",NONE
????? ?? ???? ??? ????? ?? ?????? ?? ?????? ???????? ????? ???.. ??????? ?? ?? ?? ???? ???? ????.. ?? ?????? ?? ?? ????? ???? ???????? ????? ?? ???? ????? ?? ??? ???????????? ?? ????? ??? ???? ???????? ????? ???? ???.. ?? ??? ?????? ?????? ??????? ?? ??? ???? ????..,HOF
???? ???????,HOF
??? ?? ?? ??? ???? ??  ?????? ??? ?? ???? ???? ?? ??? ??????? ?? ????? ????,HOF
"?????? ?????? ?????? ?? ?????? ??? ????? ??? ??????? ????? ???  ?????? ?????? ???? ?????? ???? ?? ????? ?????? ????? ??? ??? ???
?? ?? ???? ?? ??????? ????? ?? ?????? ?????? ??? ??? ?????? ??? ???? ?????",HOF
"Brahmins  always mislead the human who have nothing in name of knowledge but merely unscientific worst mentility,",HOF
Maine dekha hai akshardham me sare desh ke mahapurushon ki dummy hai lekin bahujan ek bhi nai Esa koi Pandey hi soch sakta hai,HOF
Agar bahujan ke nahi toh dusre mapurush kaun?,NONE
"SC, ST, OBC ?? ??? ????? ???? ???? ?? ???? ????? ??? ??? ???? ???? ???? ????? ???? ?? ?????? ????",HOF
"???? ??? ?????? ?? ,????? ?? ?? ???? ?? ?????? ?? ??? ????...?? ?????? ?? ?? ???...??? ??? ???",NONE
"???????? ??? ???? ????? ?? ??? ???? ?????
?? ???? ?? ??? ??? ????? ?? ???? ????? ????
?????? ??? ??? ??",HOF
Bodh ki dp lgakr ye sobha nhi deta aapko,NONE
33 crore bhagwaan kam pad rahe h inko,NONE
?? ?????? ??????? ?? ?????,HOF
???? ?? ????? ?? ??? ?? ?? ???? ?? ???? ?? ????? ????? ?????? ???? ??? ?? ???? ??,HOF
??????? ??? ??? ?????,HOF
Kisi ke baap me dum nahi ki bahar bhaga de,HOF
"1781 ??? ??????????? ?? ????? ????? ??? ????????? ?????, ???????? ????? ?? ?? ????? ?? ???? ??? ??? ?? ???? ??????? ??? ?????. ?? ???????? ???? ?? ??, ????? ???? ????, ?????? ?? ??? ???? ???? ?? 100% ?????? ??. ???? ???? ???? ?? ??? ??????? ?? ??? ????? ?????? ?????? ?? ????? ??.",NONE
???????? ?????? ?? ???? ???? ?? ??? ?? ??,NONE
"?? ????? ??? ???? ?? ???? ????? ???? ?? ??????? ???? ???? , ??? ??? ??? ?? ????? ???? ?? ???? ???? ?? ?? ?? ?? ?? ??? ??? ?? ?? SC, ST ,Obc ????? ??? ?? ????? ?? ?????????? ??????",HOF
"????? ???? ?? ?????? ???? ????? ??,???? ?? ??????? ?? ???? ??, ??? ?? ????? ?????? ?? ?? ?? ????? ?? ?????? ??? ?? ???? ??, ????? ?????? ???? ?? ????? ???????? ???? ??, ??????? ????????? ???? ????? ?? ????? ?? ??? ???",NONE
"???????? ???? ???? ?? ?? ???????? ?? ?? ?????, ?? ??????? ???? ?? ???? ?? ?????? ?? ?? ???? ?? ??????? ??? ?? ???? ??? ??? ???? ?? ???????? ?? ???? ??? ??? ??????? ??? ?? ??? ??? ??? ?????? ?? ??? ???????? ?? ???? ???? ?? ??? ????? ?? ?? ??? ?? ???????? ???? ?? ??? ?? ???? ?? ?",NONE
??? ??? ??? ???? ?? ???? ?? ?? ???? ?? ?? ??? ??? ???? ?? ???????? ??? ??? ??? ?? ?? ?? ????? ???? ??  ??? ?? ?? ?? ???? ?? ?? ????? ??? ??? ?? ??? ???? ?? ??? ?? ??? ?? ????? ?? ????? ?????? ???? ?? ?? ??????? ?? ???? ??? ???,NONE
Reservation ki neev to sadiyon purani hai par usse problem aaj kyun hai.....ye vicharniya hai.....?,NONE
Kase vishwas karun? Sanatan dharmiyon ne5000saal tak gulam banane ke liye tarah tarah ka hathkanda apnaya. Janwaro ko raste par chalane aur talav/kuon se pani pine se koe yetaraj nahi par Bahujano ke saath kya kya hua aur hota hai sab janta hai. Ab bhi toa dharma ko manviye banao,HOF
Kisko chahiye aisa dharm,NONE
spend money and become president.,NONE
???????? ???? ?? ??? ???? ?? ????? ???? ?? ???? ?? ???? ?????? ?? ???,HOF
"??? ?????? ?? ??? ?? ??? ??? ??????? ?? ?????? ??? ??? ??,",HOF
????? ?? ????? ?? ??????? ?? ?? ?????? ?? ?????? ????,NONE
"Whenever you see 'BAPS', please know it is completely 'Different' from 'Original' Swaminarayan Sampradaya (spiritual lineage of said 'Ghanshyam Pande'). 

Kindly try to know..... URL",NONE
"And also you will come to know BAPS's association with power/politics and huge finances.
Finance is not a bad thing but it's source and intention does matter.",NONE
??? ??? ?? ????,NONE
Uff aur inhi logo ne bhagwan ka aisa dar baithaya samaj me ki  log mandir nhi jayenge to paap lagega pata nhi kya kya.but seriously aisa kuch nhi hai..Aapke karma sahi to universe hamesha apke sath hai.mat bajao mandir me ghanta kya jata hai.,NONE
"USER
?? ???????
#?????
??????????
#?????
#?????
#?????
#?????
?? ?????",NONE
Thank sir ???? ???? ???? ???? ????? ??,NONE
"I had visited Swaminarayan temple in Ahmedabad in my college days, had seen laser show. Premise was clean, temple was shining and nothing in it was able to impress me at all. ????",NONE
??? ?? ????? ????? ?? ?? ??? ??? ??? ?????? ????? ?? ???? ???? ?????? ???? ?? ???? ????? ????? ?? ????? ?????? ???? ?? ????? ??? ??? ?? ???? ??? ????,NONE
?? ?? ???? ?? ???,NONE
ye to latest news hai,NONE
Is that not same with all temples in India. 90% have no hope becoming priests ...,NONE
It is near from gonda.,NONE
?? ???????????? ?? ?? ?? ?? ??? ??????,NONE
Matlab SC ST OBC chut hai unka paisa nehin bahre dharmka thikedaro ispar kuch jwab hai,HOF
BAPS don't belong to Hindu religion. Majority of their religious leaders sees Lord Shankar and Lord Krishna as inferior to Lord Swaminarayan.,NONE
"Dekho inhe ????
#????????_??????_??? URL",NONE
??????? ??? ??? ????? ?? ??????? ?? ???,NONE
???? ?? ? ?? ???? ????? ????? ?? ??????,NONE
??? ?? ?? ???? ?? ???? ?? ???? ?? ??? ???? ???? ?? ??? ?????,NONE
?? ??????? ?????? ?? ??????? ??? ?? ???? ?????? ???? ????? ????? ???? ?? ????? ??? ?? ?? ???? ?? ??? ????? ??  ???? ????? ??? ???? ??,HOF
"Abe lodu iska ??????? ???? ??? ???? ?? 

?????? ?? ??? ??? ????? ????????? ?? 

?? ???? ?????? k ??? ?? ???? ???? ?? 

?? ???????? ????? ?? ??",HOF
?? ?? ??? ??? ???? ???? ???? ?? ??????,HOF
?? ?????? ?? ????? ?? ??????? ??? ?? ???? ???? ?? ??? ??? ??? ????? ?????,HOF
???? ???? ?????? ????? ?? ????? ??? ?? ??? ????? ?? ?????? ?? ?????? ???? ?? ??? ?????,HOF
