tweet,Content
"???? ???? ??? ?? ??? ?? ????? ??????? ???? ?? ???????? ??? ?? ??? ????? ???????? ??? ??? ?? ?? ???? ???
???? ???? ?? ??? ???? ????? 
?? ???? ??????? ?? ??? ??????? ?? ??? ?????? ?? ?? ???? ?? ?????? ???? ??? ???
USER",HOF
 ???? ??? ??? ??? ?? ?????,NONE
" ???????? ???? ??? ?? ""?????? +???"" 
   ?????? ?? ??????? ??? ??? ?????? ?? ??? ?? ?? ??? ??? ?????? ???? ???? ?? ??? ?? ?",NONE
 ??? ???? ???? ????? ?? ?,HOF
 ??? ???? ???? ????? ???? ?? ???,HOF
" ???? ????, ??? ?? ???? ??????? ??? ??? ??, ?? ?????? ???? ??? ???? ?? ????? ??, ?? ???????, ???????????? ? ?? ?????? ?? ?? ?????? ???? ?? ???? ?? ????? ??? ????? ?? ????? ?? ?? ???????? ?? ?????? ???? ??????? ?? ???? ??????? ? ?????

#ISupportMunmunDutta
#isupportmunmundutta URL",HOF
 Kyada gyan mat pelo ye sab tumhare us harami kutte MANU ne failaya hai. Nahi toh jati wad is charam pe nahi hota,HOF
Chup harpic gang,HOF
Bulau ???? ???? ??? ?? ????,NONE
"Bhole Ke bhakt hai Bhangi 

Tujhe Kya Problem Hai Bandal
Reservation diya hai na 

Chup reh??",HOF
 ?? ????? ???? ???,NONE
". ????? ?? Sc St Act  ?? ??? #FIR ???? ?? ????
???????? ?????????? ?????? ?? ?????? ?? ???????? ???? ?? ???? ?? ???


????? ?? ????? ??? ??????? ??? ?? ???? ????????? ??? ??? ??? ????",NONE
 ?? ???? ????? ?? ????? ??????? ?? ??? ??? ???? ???,NONE
"She said sorry, She doesn't know the meaning of that word.
You used some Sexist and Racist words on her
And you know the meaning of those words.
Shame.",NONE
 care to explain what racist and sexist words he used??,NONE
Have some shame ass*ole you are body shaming her just because she some something unknowingly?? ??,HOF
*said,HOF
Oh chup gadhe,HOF
"???? ???? ????? ??? ?? ?? ??? ???? ??, 
?? ?? ?? ??? ??? ???????
?? ??? ?? ???? ?? ???? ???? ???? ??? ??? ????? ? ?? ??? ??????????",HOF
"Har chiz may inhay cast cast cast kartay rehna hai aur jis din kisi nay inki cast ki naan leli to to bhai shab dramay pay utar aatay hai...
Case to jarror hoga lekin in Berojgaar Time Pass Trolles pay jo ek larki ko abuse aur rape threaten kar rhay hai..
#IstandwithMunmundutta",NONE
"Casteism kabhi nahi hat paayega jab tak society may is jaise sapole pal rhay hai... Kisi chiz ko khatm ek side say nahi dono side say karna parta hai lekin itni budhhi in 35% walo ko kha ""Gwaar Kay Gwaar reh gye""",HOF
" Inke jaise gadhe iss desh mai hai na toh desh kuch bhala nahi hone waala, jaise harami rahenge iss desh and society mai hai toh desh ko barbaad karenge he karenge.",HOF
pls take note of this man's disgusting cheap misogyny,HOF
"I just visited your profile and the amount of ""HINDU HATE"" you have vomited on ur Twitter shows what kind of mindset u have! Better to shut up &amp; look into mirror first. Before arresting munmum u must be arrested fr hating hindus! She has apologized fr her mistake!! Will u nw?",HOF
Please look into this... I dont know this man but i saw his profile.. He abuses brahmins all the time and today he is after Munmun datta for a mistake fr which she has apologized.,NONE
"?? ??? ???????, ??????????? ?? ??? ?? ???? ??? ???? ?????? ?? ?? ??? ???",HOF
??? ????? ?? ???? ?? ??? ?????? ??? ?? ?? ???? ???? ?? ??? ??? ?? ??????? ?? ??? ?? ??? ?? ????? ?? ?? ???? ??? ??? ???? ????? ???? #ArrestMunmunDutta,HOF
Shutt up stupid,HOF
"The kind of hatred you termites spread, you should have been rotten inside jail for life.  #ArrestDilipMandal",HOF
unfortunately this fucker Vaibhav has blocked me. I would take great pleasure in exposing his vicious bigoted ass otherwise.,HOF
Login from someone's account or the Alt,NONE
 I dont have alt,NONE
you can use incognito mode in chrome,NONE
 oh! I will try mam. thanks.,NONE
Got you covered.. URL,NONE
 Vile fellow,NONE
"This privileged Casteist went to IIT &amp; IIM only to become writer. Also he was a judge on Nach Baliye (on what merit). Talks about wastage of seat.
This Educated moron will not get what social equality is and how essential it is for modern nation to grow.",HOF
"If they really care about someone who deserves it, they'd demand the governance to add more seats, education institutes!

No, they don't. It's never about one who deserves and all. It's a passive/active caste hatred, to not let other castes educated.",NONE
"""Life of the Brahmins was not easy. Rather, it was the most difficult life. Commoners (shudras) had the least restrictions."" - Indica by Arrian (2nd century CE).

This is corroborated by Smritis, which placed hundreds of restrictions on Brahmins, including aggravated punishments.",NONE
Varnashram is the most misunderstood concept....,NONE
I rather disagree with you,NONE
"Sir, upper caste atrocities on Shudras narrative is used to divide Hindu society. I am sure that this was never a part of Hinduism and is propaganda from leftists / british - now amplified by Congress / Islamists. We need to create an evidence based counter narrative &amp; propagate",NONE
" All those who take refuge in Me, whatever their birth, race, sex, or caste, even those whom society scorns, will attain the supreme destination.
This is what Geeta teaches but fake abrahamics r envious of the only surviving oldest dharmic religion",NONE
"Some 'intellectual'
peoples agenda:
Blame 4% of India's population in every issue.",NONE
"People don't understand ""With great power comes great responsibility"". But today Constitution is useless bcoz it provides only Rights(powers) no responsibilities. Only Shastras provide responsibilities of mother, father, son , husband, wife etc.",NONE
West can only teach respect others but they don't know how to respect others. They don't have model of responsibilities like Shastras have.,NONE
" But, Indians understand cricket and politics very well. They are indulging non-stop in politics

Actually at the expense of the economy. Mauni Modi is so busy in politics that he forgets to trim his beard. Possible he is thinking of Maulana-ship. A true zecular (a M in H skin)",HOF
"Every Indian ancient story has a ""Garib Brahmin"" character... or ""Brahmins leading tough &amp; disciplined life in forest""",NONE
"How to become a touchable brahmin, amidst untouchable status?",NONE
 It's the Brahmins whose duty is to strive to become truly untouchable. Depends on the perspective you are looking from.,NONE
 Even shudras were not untouchables unless you disagree with Ambedkar. To not touch others was a general practice of hygiene as per traveler accounts. families used to have separate utensils for each member. Other kind of untouchability was outcasting criminals from civil society,NONE
Very true sir...And this is fact but the narrative is built in such fashion as Brahmins were enjoying the most luxurious life. The so called haters of Brahminical Privilege can't live a single day with the Routine of a true Austre life of a Brahmin.,NONE
 Can u please let me know a single brahmin living true Austre life.,NONE
" Actually the issue is not with Brahmins. It is the caste system, that still exists in the hinterlands. The aryans devised the caste system and it worked out very well from Brahmins and they wanted to keep the status quo.",NONE
" no one is a brahmin hater by choice sir
you guys yourself hate the lower class and trt urself as elite and pioneer of this whole wide world huh.. ha ha
and as a consequence u see that hate flowing 2words u",NONE
"Still. Karna's brother was abused by them during Brahman's restrictions. I'm guessing what would hav happened, if restrictions were not their.
Just thinking...",NONE
"Comment was from my emotions, as just yesterday I watch the show Karna show in YouTube.",NONE
" It was not for caste but for class. When the show of power was between sons of kings, How could they have allowed karna?  Many other stayed out. It was more of a family affair",NONE
 That's why restrictions were not there sothat abuse of power is not done.,NONE
??? ??? ?? ????? ??? ?????? ????? ????? ?? ???? ?? ??? ?????? ?????? ??? ?,HOF
" Desh gulam raha hai, un rajaon ke wajah se, jo kabhi ek jut hokar nahi rahe. Come to think of it, it was never a single country it was many kingdoms that finally came together in the fight to oust british. India realized it is a country and acted like one during the freedom strug",NONE
" Isme galat kya hai? Brahmins and kshtriyas had more restrictions and more responsibilities. If they didnt follow dharma they were outcasted immediately. And why the hell are you cribbing. until mulayam &amp; Lalu brainwashed you, you were kshtriyas too subjected to same standards",HOF
Poor bamans ?????? I wanna donate 2 rs for your upliftment,HOF
 Seems like an illicit son of brahman ??????,HOF
 Brahmans don’t need any donations or upliftment . I agree that our ancestors made mistakes and we are paying the price of it.,NONE
 Me too????????,HOF
I could be wrong but Brahmins (or any caste) of today are not even 1% resemble to those of 100 years ago. So it is wrong (or right) to give undue respect or rejection based on caste alone.,NONE
?? ? ?? ????? ??,NONE
"How even today you continue misguide the nation while all the privileges are reserved with you shame on bhraminal  system to  devide the indian society,  and being at the top always.",HOF
 What privileges? Name one. parasites like you who survive on privileges from tax paid by the unprivileged and still demonize the unprivileged are real oppressors,HOF
its soo hard being top of caste system.,NONE
For the same crime the punishment given to a Brahmin was more severe as compared to a shudra...,NONE
There's no Brahmin today. Vedas say that the guy who consumed alcohol is not a Brahmin.,NONE
after  so many strict restriction Brahmnis are allowed to rape as it is in case of NIRBHYA Hathras and many more .,HOF
"Sir, I would suggest not to use the differentiations like shudras and Brahmins... That defeats the very purpose of hindu renaissance if at all it has to happen...",NONE
"Comedy of the year.... ????????????  B stands for beggers..... Demanding terror 
Beggers inside the temple",HOF
All are equal and humans. Peace be with you.,NONE
"Oh my god, how delusional should you be to even imagine Brahmins had the most difficult life amongst castes, you get free food, you don't have to get a job, wake up",HOF
" Also to add free land, that is why they made Varna system to Caste system and then will say it was done by britishers.",NONE
" Their job was the most difficult, without google they were pursuing research on medicine,chemistry, weaponry, psychology, astrology, astronomy,maths etc. Modern science stands on their research. Islamists, british&amp; missionary dalits out of their inferiority complex destroyed them",NONE
"Fact is Mr Dixit himself is casteist, racist and hypocrite.",HOF
"Most idiots don't know that Manu smriti is toughest on beahmins...they must be extremely well read, all knowing moral compass, yet without ego and live on dhana....can idiots imagine...to be learned and live on biksha...",HOF
Responsibilities of earning without work ????????????,HOF
"""Life of the Vultures was not easy. Rather, it was the most difficult life. Chickens had the least restrictions"" - National Geographic Channel (2021)

This is corroborated by Nature, which placed hundreds of restrictions on Vultures, including the aggravated punishments of flying",NONE
????? ?????? ?????? ??? ?? ?????? ?? ?? ?? ????? ??? ???? ???? ???? ???? ???????? ??? ??? ?????????????? ????? ????????? ??????? ?? ???????? ?? 414 ????? ?? ???? ??,HOF
Welcome to Islam where you will be treated equally &amp; you will not punished or elevated just because of your birth. Need not have to get confused &amp; satisy different God's here you need to just worship one God &amp; follow the Quran &amp; authentic teachings of Islam.,NONE
"????
???? ?????? ?????? ???? ?? ???????? ?? ?? ????? ?? ?? ????? ???? ???
 ??????? ???? ??? ????? ?? ???? ?? ??????",HOF
Amplify. Support. Retweet. No more casteist and misogynistic shit in the name of Stand Up comedy shows. #Arrest_Abish_Math,HOF
"?? ???? ????? ?? ??????? ????? ?? ??? ????? ??? ???? ??????
#Arrest_Abish_Mathew",HOF
So when it comes to ur caste it is bad when these hate mongers were abusing Hindu gods n goddess on the name of comedy the u ppl were enjoying.,HOF
 So it's all our responsibility to take cognizance of everything?,NONE
" Your gods are symbols of the caste/varna system, and therefore casteism and untouchability and we reject them and your scriptures utterly. Periyar abused Ram and Pillaiyar but not Mariamman because she is worshipped by us alone in egalitarian manner.",HOF
" There is nothing wrong with mocking fictional gods &amp; goddesses of any religion.

No religion can demand exemption from mockery in a secular country.",NONE
"But you can joke about others religion god/ goddess.Why no such protest when stand up comedian target Hindu Gods.
USER",HOF
 I am blocked by this fraud without ever engaging.,HOF
 Fuck all religion and caste. Bunch of delusions dividing and destroying people,HOF
" There is nothing wrong with mocking fictional gods &amp; goddesses of any religion.

No religion can demand exemption from mockery in a secular country.",NONE
 This man is a fraud. A morally corrupt scum,HOF
FIR is a must.                                But recall. Daya Shankar of BJP abused Mayawati ji. He was suspended from BJP even hours after his wife Swati ( who was abused by 2 BSP leaders)was elected in the name of Nari Samman. And Mayawati ji is supporting BJP these days????,HOF
But cast is not even mentioned in tweet. Then how can this tweet be castiest.,NONE
 This guy will cry casteism and demand reservation when ISRO sends a manned mission in space lol,HOF
 Bhai velle baithain h. To ab caste reservation maango. Vese hi sab bdia hai dunia mei,NONE
then also arrest mandal chandrashekhar and other who mock the Hindus rituals and sentiments us samy kidr chale jate ho jab PM tk ko gali di jati hai,HOF
 You cannot demand arrest of people who hurt your religious sentiments because blasphemy is not a crime.,NONE
"As abhorrent as the thing he tweeted was, arresting someone for speech is something no democratic country should engage in unless it is done to incite violence or bodily harm. I recognise it was misogynistic and castist but it should lead to condemnation not arrest.",NONE
 Exactly modi ka mazak udate I have  never seen people asking for arrest and this comes from people who use Dr Ambedkar in their DP and don't know the meaning of freedom of speech,HOF
Is Abish a Brahmin man?,NONE
 No he is a dalit converted to Christian.,NONE
99% of Hindus who convert to Christianity belongs to Scheduled Castes and the funny thing is that after conversion they make fun of Hinduism and Hindu people ??,HOF
 Sabse jaada Buddhism mai hai na ki Christianity mai.  URL,HOF
Jb sara din hindu dharam ko galat bolte ho tb???,HOF
" Hindu dharma aur anya dharma galat the, galat hai aur galat hi rahegnge.",HOF
""" Casteist and misogynistic shit ""

That's what you do on daily basis ?? ???? ??.  ??????",HOF
Stop ur paid propoganda URL,HOF
 Idiot,HOF
"Chl b tatmor , khud sala roz muh se hgta h , chla h dusro ko nseehat dene .",HOF
"Sala tu bhi hindu brahmin ya kattar muslim ban ja
Bhai joke ko joke main le na main bhi dalit hu bt sab chiz ye sab nataunki karne ka jarrurat nahi hai",HOF
"Chutiye
You can only see if something's against your caste shit
B attention seeker",HOF
"Caccha shaant hoo jaaiye ..hyper mt hoyiye.. nafrt insaan ko jehreela bna deta hai..  
Usne satire likha .. qki unhone murtiyon pr greeb jnta ka paise waste kia..  
Haha .kl ko pm modi ke upr satire krne walon pe ye mt bolna ki teli jaati ke logon ka apmaan .. 
????",HOF
"Oops .. vo to aap kbhi bolenge nhi .. ???? 
Chliye aap khelte Rhiya apna Twitter Twitter.   Bye .. 
Milte hain 9 saal baad ????",HOF
Gaand jali iski ??????kyu be ab kaha gya freedom of speech URL,HOF
"Abe chutiye 9 saal purana hoke tha
Tb arrest krwate na.... Mayawati khtm hai lwde",HOF
dilip ki gand fat gai.........????,HOF
but mr mandal you can joke to another religion specially hindu can moke their ritual us ar kuch khte hai to sc st act yad aa jata hai tumhe turant aur purane tweet ko nikal rhe mtlb aaj kamai nhi to time pass kr rhe,HOF
 There is NOTHING WRONG with mocking any religion.,NONE
"?? ??? ???? ??? ??????? ?? ??? ????? ???? ??, ???? ??? ???? ??? ??? ?????? ?? ???????? ?????",HOF
"Ye wahi ha jo Hinduo ko gali deta ha ??, kuch sharm ker vese bhi Aap caste system ko nhi mante tu ye Dard kyu ho raha ha Mandal ??",HOF
 ??????? ????? ?? ??? ??? ? URL,HOF
"Jab Hindu God ka mazak ban raha tha tab tujhe bahut maza aa raha tha, Aaj teri idol pe mazak bana toh teri jal gayi, Hypocrisy ko bho seema hoti hai",HOF
" Hindu God(esse)s are fictional characters.

Fictional characters can't be given exemption from mockery.",HOF
"???? ??? ?? ???? ??.... ?? ??? ?????? ???? ??... ??? ?? ??? ???? ???? ??..
????? ?? ??? ???,
??? ??? ??? ???? ??..!
??????
USER

Follow ??? back ??????",HOF
" Jihadio se maang, nalle puncture wale",HOF
??? ?? ?????? ????? ????? ????? ?? ??? ??? ??? ???? ????? ????? ???? ?? ???? ???? ????? ?????? ???? ??? ?? ??? ??????? ??? ??? ????? ???? ?????? ?? ????? ?? ?? ?? ??? ????? ???? ?????,NONE
 I am a so called savarn. Fully support arrest of anyone who makes casteists remarks especially on Dalit icons.,HOF
Why? Is the left only having right for freedom of speech as long as it resonates with their ideology? Where were you when Munawar was making fun of Hindus &amp; their gods? That time you got shit stuck in your nose? Get fucked idiot.,HOF
" Hindu God(esse)s are not real but fictional characters.

Fictional characters can't be given exemption from mockery.",HOF
"Religious conversion has become the biggest national challenge in India after terrorism.

#????_???_????????????_??_??? URL",NONE
Point,NONE
 No*,NONE
Yes terrorism from Pakistan as well as RSS. I am fed up of it.,NONE
" Terrorism  from lefrist,  missionaries and jihadies",HOF
 ??????? ?? ??? ?????? ?? ????? ?????? ???? URL,NONE
"Accha! Climate Change to gaya, khatam!!",NONE
 ??????? ?? ??? ?????? ?? ????? ?????? ???? URL,NONE
????????????????????????????????????????????????????????????????????,NONE
 ??????? ?? ??? ?????? ?? ????? ?????? ???? URL,NONE
Ab panditon ki dukaan bnd or paakhnd bhi bnd,HOF
 Great I am waiting for the day.,HOF
 Isaaio se jyada pakhandi koi nahi hota,HOF
 ??????? ?? ??? ?????? ?? ????? ?????? ???? URL,NONE
"#????_???_????????????_??_???
Bilkul sahi kaha aapne",NONE
Kaun Nalle se janme ho be??,HOF
#????_???_????????????_??_???,NONE
"????? ?? Bill ?? ?? ?? ???? ?? ???? ???

1. ""Hindu"" ?? ???? ??? ???? ?? ?????
2. ?? ?? ???????, ??? ?????, ????? ??? ???? ???? ????

?? ????? ??? ??? ?????? ?? ?? ?? ??? ??????",NONE
 Haan Sahi Bola satta me to Brahman h koi Hindu HOTA tab na,NONE
Tujhe kya problem h,NONE
If someone change his religion by his choose then what is your problem?,NONE
Sanghi and chaddi gang is on weed ??,HOF
"Can you guys think beyond religion???? Do you seriously think that our national challenge is conversion or terrorism??? Nation lost much more Financially &amp; Nation lost so many lives as compared to terrorism or conversion in Covid. Hindu nahi, Hindustan kharte main hai.
#bigotry",NONE
Log hindu kyu nahi bante,NONE
"Jab hinduaon ki saaree party even bjp band bajati rahegi to ye sab to hota rahega.
Sabse bada rupaya. Jise koi dena nahi chahta.
Sab dakar jaate hai.",NONE
"Why you guys worries about convertion. It's personal matter,, if someone want to change his faith. Why you people's shows outrage. Question is why does people's wanna converted to another religion. Doesn't it proved weakness of your religion.",NONE
"Me apne bharti sanatani bhai ko kehta ho ke woh ek ishwar kee ibadat kre.
Aur aakhri ishwardoot Mohammed saab ko follow kre.

Jis trah Indonesia ke sanatani bhaio ne murti puja reject kiya aur islam apnaya. 
Malaysia/maldives kee bhi yhi  story he .

Bhakti sirf ek Allah kee",NONE
 Mohammad saab iswardoot hai sri krishna khud iswar hai sanatani kisi ko convert hone ke liye nahi bolte,NONE
"??? ????? ?????? !
Let's unite to fight back !!
Let's get connected to survive !!! USER",NONE
 ??????? ?? ??? ?????? ?? ????? ?????? ???? URL,NONE
"A/C to their own statements, Christian missionaries converted nearly 1 lakh individuals during the covid epidemic and built more churches than they had in their whole 25-year career in India.

Why hindus not ask this Q govts?
#????_???_????????????_??_???

URL",NONE
Why do they convert in the first place? If they convert they are not true followers spiritually and port their religion like network based on their material basic needs. If you don't want them to convert then fulfill their needs.,NONE
Well my frnd what they (person who are converted to other religions ) don't murder or do bad stuff they are just people who seek a love form any one if u wish to spread Ur religion plz spread it by love people will follow u don't blame others - by atheist (me),NONE
"I don't understand when crisis time of feeding these poor down caste people, so-called upper caste hide somewhere in caves,but when the matter of conversion, they come to the forefront...why you let the time come that allow anyone find chance to lure...you too are opportunist..",NONE
??????? ????? ???? ?? ?????...?? URL,NONE
"Chandrasekhar Ravan, is praising the RSS itself,

Now what will the leftist and toolkit gangs say ??
#21??_????????_???????????
#????_???_????_????????_??_???
#????_?????_???? URL",NONE
????????,NONE
"???? ???? ????? ????? ???? ???? ???? ?? ????.., ??? ????? ????? ????????? ?? ?????? ??..?
???? ??????? ?? ?? ????? ??,???? ??????? ???? ?? ?? ?????, ???? ?? ?? ?? ?? ?? ???, ???? ????? ??? ?? ??..! ???? ?? ???? ?? ??? ?????? #21??_????????_??????????? #21??_????????_???????????",NONE
" ??? ??????? ????? ????? ?? ???????? ??? ??, ??? ???? ??????? ?? ??? ???? ??, ?? ???? ?? ?? 10 ??? ??? ??? ???? ??????? ???? ???? 100 ????? ??? ?? ?? ????? ????? ?????? ???? ??? ???? ?? ???? ??",NONE
#????_?????_????,NONE
?????? ???? ????? ?? ?????? ?? ??? ????????,NONE
" ???? ??? ???? ??, ??? ????? ?? ??? ??? ?? ????? ??",NONE
"???? ?????? ????
??? ???????",NONE
?? ??? ????? ??? ?? ????? ?? ???? ??? ?? ????? ?? ??? ?? ??? ??,NONE
"bhai matlab kuch bhi ha kuch bhi detey ho yaar ...

andh bhakts ko samjhana haati ko chaddi pehnana ek barabar hai??????",NONE
" ???? ???? ?? ??? ??, ????",HOF
unka kehna ye hai ki jab ye chawanni  khaaki rss waley thode se bohat thode se ek ho saktey hai to dalits kyu ek nahi ...,HOF
" ??? ?? ?? ?? ?? ?? ?? ?? ?????? ?? ??,
??? ???? ?? ?? ?? ???? ?? ????? ??? ???? ??",HOF
rss wale nafrat sikhatey hai hum Bharat wale mohabbat sikhatey hai ??,NONE
"kabhi kabhi gu ki misaal bhi di jaati hai pata hona chaheye aapko bhai,,",HOF
 ??,HOF
Je beem,NONE
"??? ?????? ?? ??? ??? ?????? ???? ?? rss ?? ???????? ?? ??? ?? ??? ?? ?? ??? ???? ??? ???? ?????? ?? ???

?? ???? ?? ???? ???? ???? ?? ???????? ???? ?? ???? ??

10%?????? ?? ?????? ????? ?? ??? ??????",NONE
Dharma Parivartan ... Hindu to muslim ..  ... ??,NONE
kaka jumman miya k ek or masiha ne apna chehra dikha diya..,HOF
"ye aadmi BJP ka hi mohra hai, jarurat padne par Mayawati ji ke khilaf istemaal kiya jaega.....",NONE
????bhakt RSS ko aise batate hain jaise pta nahi konsi krantikari party ho .  saale angrejo k dalal ??,HOF
"?????? ?? ??? ????? ???? ???? ??? ????? ???? ???? ????? ??? ?????? ?? ?? ??? ???,????? ?? ????? ???? ?? ???? ??? ??? ??? ????",NONE
"?? ?? ???? ???? ???? ?? ??? ???? ??? ?? ???? ????????, ????? ?? ?? ??????? ????? ????? ?? ???? ????
?? ??? ??? ?? - #????_?????????? ?????? ??????? ???? (???) ??? ???? ???? ?? ??? ???? ???? ????  
????? ??? ?? ?? ?? ???? ???? ????

Annihilation of Caste.

Caste ? ???? ?? ? ????? URL",NONE
??? ?? ?? ??? ?? ????? ?????? ?? ?????? ?? ?????? ???,NONE
#????_?????_???? for all bloody brahmins listen URL,HOF
Bhai hum mayawati ke supporter hai video pura dekhe,NONE
" Bolne ki jarurat nahi hai lag rahe ho, quki bhasha ka chayan hi aisa hai.",NONE
"???? ?? 2% ?????? ?? 20% ???? ??? ?? ???? ??? ???? ?? ?? ?? , ???? ????? ???? ?? ??? ?? ??? ?? ??? ?????????",HOF
 Aao dikhata tuze mandir ki bhikari,HOF
Aaj agar neela narangi krte rahe. To na hi neela bchega na hi narangi. Dono murkh hai URL,NONE
"HAAN Bhai...Brahmon ko bhi nikal do desh se...khair, hum pakistan-bangladesh  to nahi ja sakte..Nepal chale jayenge.

Paap kiya tha..iss lye 5% wala brahmin ghar mai paida hua hun??",NONE
" Agar jati ke aadhar par dekho to sabse jayada Brahman 7.6% rajput 8% hai
Jaishe swarn ko tod ke dekhte ho ushi trah dalit ko tod ke dekho chhamar 3% aadivashi 2% mushhar 1%

Phir bhi tumlog aapne aap ko kam dekhte ho 
#Proud_to_be_swarn
#Brahman_rajput",NONE
Without Satish Chandra Mishra...she is nothing....Dekh liya UP mein....chal ??????????????,NONE
"This shows how much hatred u r carrying forward...If something was bad in the earlier society what u r doing is just a revival of the same bad legacy,come on dud be a mature n Be vocal for injustice be it Brahmin,shudra ,dalits or whoever....",NONE
 Sabse zyada injustice higher caste ke hi failate hai,HOF
"??? ????? ?????? ??????? ??? ?? ??? ??  ???? ??? ?? ??? ?? 
???? ???? ????? ?? ?????? ???? ???? ??? ???? 
???? ??  ???? ?? ??? ?? ??? ?? ????? 
?? ????? ?? 
,, ????? ????? ???????,,",HOF
" Teri kya aukat hai 
Mandir ke bhik khane wale bhikari avlad",HOF
 Swarna madarchod hai rahege,HOF
 ???? ????? ?????? ????? ?? ???? ??? ??????? ?? ???? ?? ????? ?? ???????? ?? ???? ??? ????? ???? ?? ??? ???? ?? ??? ?? ??????? ?????? ???? ????,HOF
Nakalachi ko nirmata bolna chutiyapa hai... Aur aisa chutiyapa vishesh log hi kr sakte hai.. URL,HOF
Tre jesai chutiyo ki wajhea sai fir futt pad tee h bhs*k or ye dp hata le warna fir ek bori chawal feku ga sb bhul jye ga dharam hi badal le ga ??????,HOF
????? ????? ?? ????? ???? ?? ??? ???? ?? ??? ??? ??? ?? ???? ??????,HOF
Chup madarchod,HOF
Good going guyz apas me hi Ladd maro kaha kisi bahar ki taakat ki zarurat hai lekin yaad rakho jis din desh pe khatra aega uss din tum sabb ek hi taule jaoge na neela na narangi bass Hindustani hi bulae jaoge! Dimaag lagao thoda,NONE
"#??????_??????? ?? ??????? ?? ??? ???? ?????? ?????? ???(????????)??????? ???? ??????? 

?? ???? ????????(?????/????????) CEO SII

?????? ?? ???? ????? ???  #2DG ??? ??? ??? ???? ????? ?????(????????)  ?? ??????  ???? ?????? ???? (????????) 

?? ??? #????? ?????????  ???? ??? ??",HOF
 ?????? ????????? ???? ???? ?? ???? ?? ???? ??...,HOF
"Itni nafrat leke kaun se lok jaoge bhai? Hum bole to casteism aur tum bolo to haq, wah bhaiya wht the fak",HOF
