tweet,Content
"abe chutiye admi do you have problem in English comprehension?

where did he say that ibrahim lodhi invented hing?

gadha insan",HOF
"Who told you hing was introduced by Mughals? Which history do you read? 
I find it strange when ppl relate every Indian cuisine to Mughals, as if indians ate nothing till Mughals came.
Mughals came with nothing. They gave us nothing. Why we call everything Mughal is surprising.",HOF
Mughal cuisine doesn't have hing as its essential element,NOT
"And surprisingly, original habitat of Mughals don't have such cusine even now",HOF
It is the severe inferiority complex that drives them to credit everything to foreigners!,NOT
Iski maa jab Mughal se Chu Rahi hi tab batya tha isko,NOT
"Mughals introduced Oxygen to India. Before that Indians used to do photosynthesis. ??

Just FYI, Hing has a long history in the Indian kitchen. Even before the religion of Islam was ""introduced"" on earth. 

Why don't Hindus learn Samskrita &amp; get Amarkosa for god's sake!",NOT
????,NOT
"According to the Portuguese, Hing was widely used in #India before the Mughals as well. Crediting the Mughals with everything is re-writing Indian history from a communalist viewpoint, just not the one certain intellectual wannabes in India complain about. USER",NOT
"u are right..
URL",NOT
There was no #Taliban before 9/11. You glorified #Taliban by linking it to Indian kitchen. Hing in predominantly cultivated from Mediterranean now Iran not from Afganistan.,NOT
Brother pl understand. JNU wala hain.,NOT
Indians cango any extent to demean themselves and falsely hail the brutal Invaders. Fact checking is a joke in this country.,NOT
Can go*,NOT
Wrong fact . Are you a journalist ?,HOF
He is from USER. So just know the propoganada works. Thats all,NOT
Don't blabber like this. Just because you have a blue tick doesn't mean u can peddle such lies. Hing has been used for 1000s of years and we have enough medical evidence from Ayueveda.,HOF
"It wasn't introduced by the Mughals, but yes, ???? is dependent on ???? for the spice

But you can relax, our PM is on the job

#ModiHaiToMumkinHai 

URL",NOT
"The article clearly states it’s the scientists at CSIR-Institute of Himalayan Bioresource, Palampur who initiated this research. The article doesn’t even mention Modi. So what gives?",HOF
"Either you are ill informed or deliberately towing the line of left propagandists.

Practically all spices were known in Ind subcontinent for thousand of centuries.
Mention of hing is there in ancient Ind scripture too.

BTW Afghanistan was also part of India in ancient times.",NOT
He is JNU wala.,NOT
"Hing is said to be the kasturi found in the navel of the mrig (deer) mentioned in so many ancient Indian writings yet Mughals brought it.

The level of brainwashing is astonishing.",HOF
Shantanu should apologise for spreading misinformation. Hing was being used in India much before the birth of afghanistan or islam.,NOT
Kasturi obtained from musk deers is musk not Hing. Yes there was a thread a few days back proving its use in Indian cuisine long before the Mughals turned up. Since most 'experts' source their knowledge from the western sources they frequently err.,HOF
You are confusing musk with hing.,NOT
Hing is mentioned in the atharva veda ??????,HOF
"That's because in those days, India extended upto present day Afghanistan. That's why it was possible &amp; trades used to happen too. 
But Hing was made popular by Mughals only as large scale household use started after them. Give credit where it's due.",HOF
So u want us - South Indians - not to make sambhar any more &amp; take a procession to Afghan sorry Taliban embassy now for release of hing ? Do u mean that sambhar was invented by us only after Mughals invaded India &amp; gave us Hing?Or sambhar was invented by Mughals? Kya baath hai ji,HOF
"Don't you know. Pulao, biriyani, kheer, roti, architecture etc etc were brought by mughals from desert, along with land, river etc.

before that Hindus were roaming naked eating grass and  mud.",HOF
hing was not introduced by mughals duffer. Hindus used to cook food and eat before arrivals of mughals. your assumption that your ancestors didn't know spices before mughal rapists arrival is 3xtremely foolish.,HOF
"Duffer. Till Mughals invaded Afghanistan, it was Hindu and Buddhist country. Normal trade was on between parts of Akhand Bharat.",HOF
"""Hing was a gift of Mughals""

This is what reading years of misrepresented history and ignorance of ones own ancient books does.

Now people have to correct not some foreigner but it's own indigenous people as they are brought up In Rot based education system.",HOF
"So what? Even if it was gift of Mughals, should we become slave to them? Didn't they loot and taken loads of wealth from our country?

What type of 'bootlicking' this is!!!! I don't understand these distorians at all.",NOT
"????????? ?????????? ???????????? ????????
??????? ??????????????? ?????????? - ??????
?????????? ?????????, ?????? ???????????!
????????? ??????????!

Nearly 1500 years old Siddhar song from tamil describing Hing usage .",NOT
Apdi podu thalaiva aruvala ??,NOT
"Asafoetida wasn't brought by Mughals, what an absurd notion. There are dozens of books which mention Hingu before first Islamic contact with India. Mughal cuisine doesn't even use Asafoetida.",NOT
"Ayurveda texts have mentioned hing, now don't tell us that Akbar introduced Ayurveda. 
Cold desert areas of India such as Lahaul and Spiti, Ladakh, parts of Uttarakhand and Arunachal Pradesh also cultivate hing. So does Iran and Uzbekistan.",HOF
The Livelihood of stooges depends on such articles Sir... can't help,NOT
Haa bhai zero bhi aryabhatt ne nahi kisi taliban scolor ne invent kia tha aur seedhe apki khopdi me plant kr dia. Aur wo gravity bhi newton ne nahi ek talibani scolor ne discover ki thi jb wo granade fek raha tha.,HOF
"Scholar ka spelling nahi, chala aaya yaha dusroon ko comment marne. bUSER.",NOT
"India imports dry fruits from Afghanistan does it mean Mughals introduced dry fruits in India? Similarly Mughals didn't introduce use of hing in India, you cannot forcibly impose incorrect rubbish theories just because hing is imported from Afghanistan.",NOT
Hing is from Ghaandhaar desha currently Afghanistan,NOT
"The first reference of Hing trade with erstwhile Afghanistan &amp; Kashmir region is found in the Kashyap Samhita written around 200 BC by Kashyap Rishi. 

URL URL",NOT
It was already in use as key component in Ayurvedic medicine much before Mughals. URL,NOT
"
The Kashmir variety though is not of that great quality compared to Uzbek or Iran. But I hope you do understand INDIGENOUS? Similarly Afghanistan too was part of India. 

C.K. George, in Handbook of Herbs and Spices (Second Edition), Volume 2, 2012 URL",NOT
Mention of Asafoetida in Charak Samhita in 2nd century BC URL,NOT
"Just to add in 2 nd century BC, Charak also conceived the idea of Mughals, he said people who will claim anything to everything like this will be called Pranaabhisar aka Mughals…",NOT
You should resign from the post.Hing is mentioned in charaka samhita and also in Ayurvedic manuscripts,NOT
"Yes, charaka samhita indicates much less politically divided South Asian landscape before followers of professed their sins in Christ or Muhammad. Abrahamic religions have historically sought to divide Ayurvedic enlightenment, capitalise trade, knowledge. URL",NOT
"?? ????? ???? ??? ?
Choose Your Legacy And Your Heros!
Relwasing today at 5 PM on YouTube/Manoj Muntashir URL",NOT
????????? ?? legacy ?? ???? ?? ?? ?? ??? ???? ??? ?? ???? ??? ????? ?? ???? ??? ???? ???? ???? ???? ???? ??? legacy ?? ?? ?? ????? ???? ???????? ?? ?? ??? ?????? ???? ??? ?? ?? ???? ?? ?? ?? ???? ????? ?? ????? ??? ???? ??? ?? ??? ????,HOF
"?) ?? ???? ? ?? ??? ????????? ?? ?? ??? ? ?? ???? ?? ? ?? ?????? ?? ?? ???? ?
  ?????? ??  ???? ?? ?????? ??? ??? ?? ??????? ???? ???? ???? ????? ,???? ?? ????? ??, ?? ??? ?????  l ???? ???? ???? ????? ?? ?? ????? ???? ?? ? ???? ???? ????? ????? ?? ?? ?????? ?? ??????? ?? ?????.",NOT
"??? ????? ?? ??? ???? ??? ??????.????? ?? ??? ???? ?? ???? ????? ?? ?? ???? ????
?? ? ?? ???? ???? ?? ???? ??????, ???? ??????
???? ?? ????? ???? ????? ????? ?? ?? ? ?? ??? ?? ?? ???? ???
???? ???? ?????? ????? ?? ???? ?? ?????? ?????? ?? ???????? ?? ???? ?? Only for privy purse.",HOF
"Urdu ke shayaron ko padh ,seekh kar , Maulvi se Urdu seekh kar , urdu ki poetry likh kar naam banane wala "" MUNTASHIR "" , aaj Urdu naam walon par Yogi style zehar ugal raha , Amethi se ticket chahiye isko ...likhwa lo !",NOT
"Muntashir aapke pitaji ka naam hai ya dadaji ka? Ya phir RW ka naya maseeha banne ke liye Dil me urdu, upar se thu thu kar rahe ho?",NOT
"Sadkon ke naam choddo pehle apna surname change karo.
Jis Rekhta ke show me har saal jaate rehte ho na uski website keh rahi hai ki ""Muntashir"" word ka origin Arabic hai. URL",NOT
"????? ??????? ?? ??????? ???? ???? ?? ???? ????? ?? ????? ???? ????? ???? ?? ?????? ???? ????? ???? ?????? ?? ??? ????? ??? ??? ?? ????????? ?? ????? ????? ????? ??? ???? ??? ??? ???? ?? ?????

???????? ??? ??, ???? ?? ???? ?? ???? ??????? ?? ?????? ???? ???? ???? ?? ?? ??? ???",NOT
"Bas ek mulakaat aur brain wash..
URL",NOT
??? ???? ?????? ???? ???? ??? ?? ??? ??? ???? ???? ?? ?????? ?? ???? ?? ????? ??? ?? ???,HOF
"??????
I didn't expect this from Manoj Muntashir.
He is just polarizing the society which is also already very polarized.
Mughals was a pride history of Akhand Bharat.",HOF
"??????? ??? ????, ??? ???? ?? ???? ?? ??????? ?
????? ??? ?????? ??,
???? ?? ?? ???? ?????? ???????? ??, 
????? ?????? ?? ???? ?? ??? ?",HOF
Sirji aap bhi ???,NOT
"???? ??? ???? ?? ???? ???? ??,?? ?? ???? ??? ??? ?? ??????? ???? ?? ???? ??,??? ????? ??? ?? ???? ?? ???? ????? ?? ?? ???? ??? ???? ??,?????? ?? ?? ?????? ?? ??? ??????? ?? ????????,????? ????? ????,??? ?????? ???? ????????? ?? ????? ???? ??????? ?????? ?? ???? ??? ?? ???????",HOF
"???? ?? ??????????????? ????? ????, ?????? ????, ????? ?????? ?? ???? ?? ??? ?? ?????",NOT
??? MP MLA ???? ?? ? ?? ???? ???? ???? ????? ?????? ???? ?? ?????? ??? ????? ?? ????? ????? ?? ???? ?????? ???,NOT
"???? ??? ????? ????? ?? ?? ??? ??? ? ??? ?? -

??? ?? ???? ????? ?? ????? ?? ????? ??? , 
???? ??????? ?? ?????? ??? ???? ???? ???? ???? !!

??? ???? ?? ?? ?? ??? ?? ? ????
?????? ???? ???? ?? ???? ???? ?????? ??? ???? ??????",NOT
????? ?????? ?? ???????! ????? ?? ??? ????? ????? ??? ???. ????? ?? ???? ???? ?? ?? ???? ????? ???? ??? ?? ???? ???? ???? ??? ??? ???,NOT
Bio main Proud Hindu lekhne wale hindu zyada khtre main hai,HOF
"??? ???? ?? ??? ?????? ?? ????? ?? ???????? ???? ?? ???? ????? ???? ??? ?? ????????? ??? ???????? ?? ???? ????? ??? ??? ?? ?? ??? ?? ???? ???? ?? ???? ??? ??? ?? ???? ?? ?? ?????? ???? ??? ??? ?????? ??, ??-??????? (Al-Muntashir) ????? ?? ??? ?? ????? ???? ????? ??? ???",HOF
???? ??????? ????? ???? ???? ????? ?? ????? ????,HOF
"???? ???? ????? ???? ????? ????? ??? ?? ???? ??????? ?? ??? ??? ?? ??? ????? ??? ???? ??????? ???? ????? ???  ??? ????? ??? ?? ???, ??? ?? ??? ???? ,?? ???? ?? ???? ???? ???? ?? ???? ?? ????????????? ???? ??? ??? .?????? ?? ?????

?????????? ???????? ??????",NOT
"Manoj Sir, 
Now you will be haunted for speaking Truth because we Indians think that NCERT history textbook covers everything about Indian history

Please stay safe, I will not be surprised if YouTube removes your video in next few days and Twitter tagging this video with warning",NOT
"?????? ??, ????? ??, ???????? ????????",NOT
"Not just choose your Heroes but choose them wisely too,because they leave an impression on your mind.
With that said, ""Thanks"" for breaking my myth with your hatred &amp;Islamophobic speech that _""All #Poets are genuinely good human beings &amp;rests their souls in Humanity &amp;spread love""",NOT
???? ??? ??? ??? ?? ????? ?????? ?? ???? “???????” ??? ?? ???? ??? “????-??????” ????? ???? ?? ??,NOT
"Explained well !!!!!!!!!!
All truth passes through three stages. 
First, it is ridiculed. 
Second, it is violently opposed. 
Third, it is accepted as being self-evident",NOT
"?? ?????, ?????, ?????, ????, ???? ?? ???? ??, ???? ???? ?? ?? ???? ??????, ?????, ?????? ???? ?????? ????? ???",NOT
"DNA ??? ???? ??????? ???? ??? ?? ?? ??? ???????? Indian DNA ???? ?? ???? ?? ????????? ???? ?? ??? ???-??? ???? ?? ????? ? ????? ???????? ?? ????? ?? ???????? DNA ????? ?? ?? ????, ?? ????? ??????? ??????? ??? ?? ???????? doubtful ??? ??? ??? ???",HOF
"???? ?? ????? ???? ?? ???? ?? ???? ?? ?????? ???
??????? ?????? ?? ????????? ?? ??",NOT
"???? ???? ????? ??? ????? ?? ??? ?? ???? ?? ???? ???? ???? ????? ???? ??????, ???? ?? ?? ????, ??? ?? ???? ?? ????? ???? ??? ???? ?? 9 ?????? ??? 3 ?? ?? ?? ??? ??? ???? ??????? ?????? ????? ?? ????? ??? ?????? ?????? ??? ?? ???? ?? ????? ??? ???? ??????? ??? ???? ???? ?????? ???",HOF
??? ?? ???? ???????? ?? ???? ??? ????????? ????? ???? ?? ???????? ?? ???????? ???? ?? ??? ???????? ?? ???? ??? ????? ?? ????? ?????? ?? ?? ?? ?? ?? ???? ?? ?????? ?? ??? ?? ??? ???,NOT
"???? ?? ???? ???? ??? ????, ???? ????-???? ???????",NOT
??? ???? ????? ????????? ????-????-????? ????? ?????????? ???????? ??????-??????? ????????-????-????? ????????-???????? ????-?????? ??????????-?????????? ?? ??????-?? ?????? ??? ??? ???????? ?? ??? ????? ?????????-?????? ??? ?? ?? {???????-????-??????} ??? ??? ???????? ??????????,NOT
"More power to you ??
Now a whole lobby will try to silent you from speaking the truth because that's what they are doing since long. They don't want people of India to enlighten with truth.",NOT
"???? ?? ???? ????? ?? ????
???? ?????? ??? ??? ???? ???? ??? ???? ???

???? ??? ?????????? ?? ?????? ??? ?? ?? ???? ?????? ????

???? ?? ???? ??? ????? ?????????? ???
My take on the subject:
URL",NOT
Rted again just to drink more liberandu tears????,NOT
"?? ???? ?? ???? ????? ?? ???? ?? ????? ????? ?? ?? ???? ??? ?? ???? ??????? ?? ??? ?????? ??? ??, ???? ??? ?? ???? ??? ??? ????? ?? ??????? ?? ??? ???? , ?? ?? ???? ???? ??? ?????? ??? ???? ?? ?? ??? ?? ??? ??? ?? ??? ????? ?? ??? ???? ?? ?? ???? ? ??????? ?? ???? ??? ????",NOT
highly overrated guy,NOT
"?? ??: 
?? ?? ???????? ??? ?? ??? ??????? ??? ???? ???? ??????? ????? ????? ???? ? ?? ???!
??????? ?? ??? ??? ??? ???? ?????, AUTHOR",NOT
Pandit Manoj Shukla your words are literally violating Art.51(A) sub-closes (a-f). You should learn many things from KRK. URL,NOT
"?? ???? ?????? ???? ???? ???????? ??????? ?? ??? ?????? ?? ????? ??????  ??? , ??? ?? ?? ??? ?????? ????? ???? ??? ?????? ???? ????? ?? ????? ????? ????? ?? ?? ??? ?? ?????? ????? ??? ??? ??? 

????????? ?? ????? ???? ??????? ?? ???? ?????? ????? ????? ?? ???  ? USER",HOF
"1606 A.D :: Torture of Guru Arjan Dev Ji . Guru Arjan Dev Ji Was Executed On Orders of Mughal Emperor Jahangir 
?????? ??????? ???? URL",NOT
"????? ?????? ?? ???? ?? ?? ???? ?? ?? ?????? ??? ?? ??? ????? ??? ?? ?? ??? ?? ???? ????? ???? ??? , ?????? ??????, ??????? ?????? ?? ???? ?????????? ???? ?????? ??? ???????? ?? ?????????? ?? ?????? ?? ????? ?? ?? ???? ?? ???? ??? ???? ???? ????????? ???? ??????? AUTHOR",NOT
"???? ?? ???? ???? ????? ?? ???? ??????
????? ???? ????? ????????? ?? ??? ???? ????,??
???? ???? ????? ?? ?????? ?? ???? ?? ????? ????
?? ??? ?????? ?? ???? ??? ???? ????....?? ??? ?????,????
??? ???? ?? ?????? ?? ?? ????? ????????
????? ?? ??????
???? ??? ???? ??? ?????? URL",NOT
"???? ?? ???? ???? ????? ?? ???? ??????
????? ???? ????? ????????? ?? ??? ???? ????,??
???? ???? ????? ?? ?????? ?? ???? ?? ????? ????
?? ??? ?????? ?? ???? ??? ???? ????....?? ??? ?????,????
??? ???? ?? ?????? ?? ?? ????? ????????
????? ?? ??????
???? ??? ???? ??? ?????? URL",NOT
"?????? ?? ? ??? ??, ? ?????? ? ??? ??
???? ?? ?? ???? ??, ???? ??? ???? ??..

USER
 URL",NOT
???? ???? ????? ??? ???? ??? ???? ?? ??????? ???????? ????? ?? ????? ??? ???? ?? ?????? ??? ???.... ?????? ?? ???? ???? ??? ????? ..,NOT
??? ????? ???? ??? ??????? ??????? ??????? ???? ?? ?? ???? ???? ???? ??? ??????? ?? ?? ??? ?? ??? ???? ????? ?????? ??????? ????????? ???????? ??? ? ?? daketon ?? ???? ??? ????? ??? ??? ?? ???? ???? ???? ?? ??? ?? ?????? ?????? ?? ????? ?????,NOT
"???? ??????? ???? ???? ???? ?????? ??? ??? ???, ?? ?????, ???????, ?????, ????, ????????????? ???? ?? ??? ???? ?? ???? ???.

?? ?? ???? ?????, ?????, ??????, ??????? ?? ??? ?? ?????. ?? ???? ???? ??? ??? ??.
Copy shyam meena",HOF
Shame on you...was proud of you to be from our city Ameth-Sultanpur,NOT
"Aapke naam me Jo #Muntashir shabd hai...
Jara iske bare me kuçh bataye ????",NOT
"???? ?? ??? ??? ???? ""?"" ?? ??? ?? ""?"" ?? ???? | ???? ??? ?? ????? ?? ????? ?? ???",NOT
Wat about the wars of princely kingdoms of India before Mughals came ...Kalinga War was a massacre Nd then still the Ashoka Pillar is present in Delhi...Numerous other wars were carried before Mughals ...they were all trying to occupy territories same as Marathas did aftr Mughals,HOF
??,NOT
"sir may I know the reason behind these constant rants against Maharaja Jaichandra?
JFYI, He isn't a traitor unlike what is shown in popular media. He is a major reason behind Supreme Court's decision in favour of Hindus in Ram Temple Case,read the following facts: URL",HOF
Oh God ! How Dangerous ! But Hates and Fakes are Normal and will continue to be so ... I am blocking  but the number of these are immensely high.,NOT
????? ?? ????????? ???????? ???? ??? ?? ???? ?? ?????? ?? ??? ??? ?? ???? ??? ????? ?? ??? ??? ???????? ???? ???????? ?? ? ????? ?? ?? ??? ?? ???????? ?? ?? ??????? ?? ???? ??? ???? ????? ???? ?? ???????? ????? ?? ????? ???????? ???-??? ?? ??? ???? ??????? ?????? ???,NOT
"??????? ?????????? ??????? ? ????????? ?? ?? ???? ???????? ?? ????? ??? ???? ?? ??????? ?? ????? ?????? ? ???????? ???? ??? ???

????? ???? ?? ?????? ?????? ?? ???????? ???? ???? ??????, ????????? ? ???? ?????? ?????????? ?? ?? ?????? ???? ?? ??? ??? ??????

???? ????????? ?????",NOT
"?????? ?? ??????? ??? ?????? ?? ??????? ????????? ?????????? ?????? ??? ????? ???????? ?? ???? ???
???? ?? ?????? ????? ???? ?????? ?? ??????? ?? ???? ??????? ??? ??? ?? ??? ???????? ?? ???? ??
???????? ??? ?????? ??????? ?? ????? ??? ?? ?????
?????? ?? ???????? ??? ????? ????",HOF
"???????,????,???? ???? ????? ??,
?????? 1200 ???????? ??? ?? ???? ????? ?????? ?????? ???? ?? ?????? ?????? ??? ????
????????????,????????????, ?????? ?????,?????? ???? ????? ??? ????? ???!
????? 72 ??? ????? ????? ?? ??? ????? ????? ???? ?? ?????????????? ???? ????
?? ?? ??? ?? URL",NOT
"???????,????,???? ???? ????? ??,
?????? 1200 ???????? ??? ?? ???? ????? ?????? ?????? ???? ?? ?????? ?????? ??? ????
????????????,????????????, ?????? ?????,?????? ???? ????? ??? ????? ???!
????? ??? ??? ????? ????? ?? ??? ????? ????? ???? ?? ?????????????? ???? ????
?? ?? ??? ?? URL",NOT
Check Your knowledge in history i think u have read rss history thats the resons u r spreading hate and violennce by dividing emperors in to their religion and caste..really u kind of people saying like this just for publicity,NOT
???? ??????? ????? URL,HOF
"???? ???????? ????? ?? ??????? ????? ?? WhatsApp ??????????? ?? ?????? ???? ??? ???? ?????? ???? ""????"" ?? ?? ?? ???? ??????? ????? ??? ?????? ??????? ??? ?? ??? ???? ????? ?? ?????????? ????? ?? ?? ?? ???? ?? ?? 500 ??????????  ?? ??? ???? ??? ???? ?? ?? ????? ?????? ???????? ??",HOF
?????? ?? ?????? ???? ?????? ??! ???? ?????-????? ????? ??? ?? ?? ?? ?????? ?? ???? ?????? ???? ??? ;?? ??????? ?? ????? ?? ????????  ???? ??? ?? ??????? ???????? ?? ?????? ??? ??? ???,HOF
???? ?? ??????? ?????????? ???? ???? ???? ???? ???? ?????????? ???? ??? ??????? ???? ??? ????? ???? ???????? ????? ??? ??? ?? ?? ??? ???? ?? ???? ?? ??? ?? ???? ???? ????? ?? ??? ?? ? ????? ???? ?????? ??? ???? ??? ??? ???? ???? ??????? ??? ???? ??????? ????? ????? ??? ???? ???,NOT
Recently I was becoming your fan. No more now. Thank you for showing your REAL face which is so ugly.,HOF
"? ?? '????' ?? ??? ?? ? ?? '???' ??? ?? ???? ???, ??? ?? ?????? ????, ???? ?? ?????? ????, ???? ????? ?????? ????? ??? 
????? ????? ?? ?? ?????? ???, ?? ?? ???? ??? '????' ?? ?? ?? ?????? ?? ????? ?? ????????",NOT
"Charak Samhita, Sushruta Samhita, Ashtang Hridayam....All three main texts of #Ayurveda have reference of Hing. 

Not even 'Mu' of Mughals was born that time. Stop fooling people with such false narratives.",HOF
"Ohh had there been no Mughals, we wouldnt have known how to sleep, shower and eat ??",NOT
"Considering their origin in deserts, taking shower daily is out of reach for them,then!
Shower toh their progeny don't take now also thats a different thing!????",HOF
And to shit.,NOT
"Sir, what is purpose for spreading such lies. will lies sustain secularism? i feel it is opposite.",NOT
Did  you read this book chamn,HOF
"
Such a stupidity to say this.ppl don't know history and want to write their own. Afgn was part of ancient India. Mughals have nothing to do with hing bcoz most of their food is with garlic,onion,ginger but not hing .its older than their existence. they gaveus ?? URL",HOF
There was no ancient “India” as a country. Don’t invent things.,NOT
Correct to the extent that it predates Mughals. It’s origins were not definitely not Indian.,NOT
You mean when Afghanistan was part of Akhand Bharat and when Vedas of Hinduism and Buddhism were prevailant in those area?,NOT
"Mughals introduced Vedas, Upanishads and Sanskrit to India. Taliban introduced Mahabharata btw. Hoping ET, FT or NYT will publish this fact.",HOF
Sad to see a poet and writer spitting venom using dubious and imaginary arguments as history.,NOT
"Who will decide that your version of history is not biased, prejudice and inspired with personal agenda? When so called historians lose credibility, people come up with their interpretation of same facts and eventually matters who can sale narrative effectively",NOT
"History should be left to historians !

If the RW feels that India's history is a biased narrative of the Left , the solution is not to make the common man the arbiter or the creator of a new or alternative narrative.

Let RW historians come up with it , and then time will tell.",NOT
"??? ??, ???? ???? ??? ?? ??? ?? ??? ??? ?? ?? ????? imaginary history ?? ?? ????? ?? ??? ??? ?? ???? ?? fact ?? ???? ?? ????? ??????",NOT
??????,HOF
???? ????? ????? ?? historian ?? ??? ?? ??? ?? ???? ????? ????,NOT
"Chutye jab fact hoga isme to na Sabit krenge 
Ise jo likh kar mila Nagpur se usne padh diya maje ki bat ye hai jinka itehas me koi role he nahi tha Wo itehas padharahe hai phir to sare Wo hindu Raja maharani gaddar hai jo Mughal Badsah ke sath the us daur me..",HOF
Historians should educate with counter narratives to show everyone persecuted and everyone suffered. So history is not a choice for a future way f life. Yesterday I heard about the 1947 Jammu M massacre from the Karan Thapar news. It s a good counter to the misuse of the KP one.,NOT
What a crypto though process. Shameless,NOT
"What about Hindus massacred in Sialkot who migrated to India in 1947. (Same period 1947- the patition)
This half truths of the Liar Historians being defended against the truth of this poet.",NOT
"Not a single primary source mentions about this imaginary massacre.

It's just some atrocity literature written in fake news articles by likes of Karan Thapar.",NOT
Moorkh hai.,NOT
?? ??? ???? ?????? ???????????? ???? ?? ????? ???????? ???? ?????,NOT
"?????? Dr. Lele ?? ??? ?? ?? ???? ?? ??? ???? ???? ?? ???? ???? ?????? ????? ???????? ????? ???? ??? ??? ???? ???? nili ??????? ?? ???? ????

?? ??? ?? ????? ?? ?????!

#EvidenceBasedMedicine
#ScientificTemper",NOT
"Very true, we live in a age where rather been proud on our syncretic culture, we want to run it down. It’s only a matter of time before these ppl will even be running down Constitution of India. Sad &amp; depressing times for the ctry.",NOT
Syncretic culture where rioters are labelled as martyrs? How much more lie is hidden behind selective history writing?,NOT
Sad and depressing is the fact that you are happy to live with distorted facts taught to you all these years and happy to celebrate dacoits and persecuters as heroes!,NOT
"Afghanistan is a safe country for you to go there, don't forget to take your family",NOT
Who is this spiteful bigot?nauseating stuff.,HOF
If you think this is nauseating imagine how the brutality was,NOT
Please use Burnol!,NOT
Fucking converts!,HOF
"I support Maharana Pratap, you and people kind of you are wastes of India. 
I support .
And I will not uth you to stop calling him spiteful bigot, because you are showing your dirt and you can't do anything else, this is what you know well.",HOF
Your mirror aunty ?? . Apni sakal dekh ke heran na ho ??,NOT
"Bigot? ??????
Forced conversions, Murders, destruction of Temples happened during your Hero’s tenure and you are calling him bigot for putting facts.

He might be a bigot but you are definitely a stupid.",HOF
"This spiteful bigot who has written chartbusters songs like Teri mitti, Galliyan etc. This spiteful bigot has written the scripts of the shows like KBC , Nach baliye, Indian idol.",HOF
"Sick mentality, misleading people with wrong facts !!!! These people behave as if there was no contribution of Muslims to India and treat them as villains. Unfortunately they don’t realise what damage they are doing themselves and to the rich history of India.",NOT
These are the same people who are the advocator of freedom of speech but they cannot respect of freedom of speech of other people. You may have not agree with the point made by Manoj but you should respect freedom of speech of him. You cannot force us to believe what you say?,HOF
"Can we speak about the rich history where mughals were forcing people to convert? Unless irfan is a direct descendent of a mughal, be aware that his entire dna is hindu. Despite any amount of kalma he may have read.",NOT
"Nobody has forgotten the contribution -

Forced conversions
Demolition of holy Piligrimages like Kashi Vishwanath, Shri Krishna Janmbhoomi, Somnath Ji 
Forceful occupation of Sindh, Balochistan, Gilgit, Baltistan etc. 
Participation on communal lines
Itna chalega ki Aur Bataun?",NOT
Mughals were dacoits....if today's muslim count Mughal as their ancestors then they shud own up responsibility,NOT
You lost that right after partician of country in 1947,NOT
